"";"Date";"Datum";"Sector";"id";"sector";"weight";"factor";"factorn";"Q1";"Q2A";"Q2P";"Q3A";"Q3P";"Q4A";"Q4P";"Q5A";"Q5P";"Q6A";"Q6P";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"1";"1992Q1";1992-03-31;"Manufacturing";"40062";"1010";5;0,150055;0,00189943037974684;1;0;-1;1;1;0;-1;NA;NA;1;1;1;0;0;NA;0
"4";"1992Q4";1992-12-31;"Manufacturing";"40062";"1010";5;0,150055;0,00211345070422535;-1;-1;-1;1;1;-1;-1;NA;NA;1;1;1;-1;1;NA;0
"3";"1992Q3";1992-09-30;"Manufacturing";"40074";"1010";4;0,120044;0,00144631325301205;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"41";"1992Q4";1992-12-31;"Manufacturing";"40074";"1010";4;0,120044;0,00169076056338028;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;1;0;NA;1
"5";"1993Q1";1993-03-31;"Manufacturing";"40074";"1010";4;0,120044;0,00139586046511628;-1;-1;-1;0;0;-1;0;NA;NA;0;0;0;-1;-1;NA;-1
"11";"1992Q1";1992-03-31;"Manufacturing";"40567";"1010";1;0,030011;0,000379886075949367;-1;1;0;1;1;0;0;NA;NA;1;0;1;0;0;NA;1
"2";"1992Q2";1992-06-30;"Manufacturing";"40567";"1010";1;0,030011;0,000508661016949153;-1;1;0;1;1;0;-1;NA;NA;1;0;-1;-1;0;NA;-1
"31";"1992Q3";1992-09-30;"Manufacturing";"40567";"1010";1;0,030011;0,000361578313253012;-1;-1;0;0;0;-1;-1;NA;NA;-1;0;0;0;0;NA;0
"42";"1992Q4";1992-12-31;"Manufacturing";"40567";"1010";1;0,030011;0,00042269014084507;-1;0;0;0;0;-1;-1;NA;NA;0;0;0;1;1;NA;1
"51";"1993Q1";1993-03-31;"Manufacturing";"40567";"1010";1;0,030011;0,00034896511627907;1;0;0;1;1;0;0;NA;NA;1;1;0;0;0;NA;0
"6";"1993Q2";1993-06-30;"Manufacturing";"40567";"1010";1;0,030011;0,000638531914893617;NA;0;0;1;1;0;0;NA;NA;1;1;1;0;0;NA;0
"7";"1993Q3";1993-09-30;"Manufacturing";"40567";"1010";1;0,030011;0,000411109589041096;1;1;1;1;1;0;0;NA;NA;1;1;0;0;0;NA;0
"14";"1995Q2";1995-06-30;"Manufacturing";"40567";"1010";1;0,030011;0,000411109589041096;1;1;1;1;1;-1;0;NA;NA;1;1;-1;-1;-1;NA;-1
"15";"1992Q1";1992-03-31;"Manufacturing";"40087";"1010";9;0,270099;0,0034189746835443;-1;1;1;1;1;-1;-1;NA;NA;1;1;-1;-1;1;NA;-1
"21";"1992Q2";1992-06-30;"Manufacturing";"40087";"1010";9;0,270099;0,00457794915254237;-1;0;1;0;1;0;-1;NA;NA;0;1;0;0;1;NA;0
"32";"1992Q3";1992-09-30;"Manufacturing";"40087";"1010";9;0,270099;0,00325420481927711;-1;1;1;1;1;0;-1;NA;NA;1;1;0;0;1;NA;0
"43";"1992Q4";1992-12-31;"Manufacturing";"40087";"1010";9;0,270099;0,00380421126760563;-1;1;1;1;1;0;-1;NA;NA;1;1;-1;0;0;NA;0
"71";"1993Q3";1993-09-30;"Manufacturing";"40087";"1010";9;0,270099;0,00369998630136986;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;2;2;1;NA;2
"8";"1993Q4";1993-12-31;"Manufacturing";"40087";"1010";9;0,270099;0,00540198;1;1;1;1;1;0;0;NA;NA;1;1;0;0;0;NA;0
"9";"1994Q1";1994-03-31;"Manufacturing";"40087";"1010";9;0,270099;0,00529605882352941;1;1;1;1;1;0;1;NA;NA;1;1;0;0;-2;NA;0
"10";"1994Q2";1994-06-30;"Manufacturing";"40087";"1010";9;0,270099;0,006752475;1;1;1;1;1;-1;0;NA;NA;1;1;0;0;0;NA;0
"12";"1994Q4";1994-12-31;"Manufacturing";"40087";"1010";9;0,270099;0,00519421153846154;1;1;1;1;1;-1;-1;NA;NA;1;1;0;0;1;NA;0
"13";"1995Q1";1995-03-31;"Manufacturing";"40087";"1010";9;0,270099;0,00473857894736842;1;1;1;1;1;0;-1;NA;NA;1;1;0;0;0;NA;0
"17";"1996Q1";1996-03-31;"Manufacturing";"40087";"1010";9;0,270099;0,0060022;1;1;1;1;1;0;-1;NA;NA;1;1;0;0;0;NA;0
"25";"1998Q1";1998-03-31;"Manufacturing";"40087";"1010";9;0,270099;0,00750275;1;0;0;0;1;-1;-1;NA;NA;0;1;0;0;1;NA;0
"26";"1998Q2";1998-06-30;"Manufacturing";"40087";"1010";9;0,270099;0,0056270625;1;0;0;1;1;0;0;NA;NA;1;1;-1;-1;-1;NA;-1
"29";"1999Q1";1999-03-31;"Manufacturing";"40087";"1010";9;0,270099;0,0060022;-1;-1;-1;0;1;-1;-1;NA;NA;0;0;1;-1;0;NA;0
"16";"1992Q1";1992-03-31;"Manufacturing";"42117";"1010";9;0,270099;0,0034189746835443;-1;-1;0;-1;0;0;0;NA;NA;-1;0;-1;-1;0;NA;-1
"22";"1992Q2";1992-06-30;"Manufacturing";"42117";"1010";9;0,270099;0,00457794915254237;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;0;NA;0
"52";"1993Q1";1993-03-31;"Manufacturing";"42117";"1010";9;0,270099;0,00314068604651163;-1;1;1;1;1;0;0;NA;NA;1;1;-1;-1;0;NA;-2
"61";"1993Q2";1993-06-30;"Manufacturing";"42117";"1010";9;0,270099;0,00574678723404255;-1;0;0;0;0;0;0;NA;NA;-1;0;-1;-1;-1;NA;-1
"72";"1993Q3";1993-09-30;"Manufacturing";"42117";"1010";9;0,270099;0,00369998630136986;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"81";"1993Q4";1993-12-31;"Manufacturing";"42117";"1010";9;0,270099;0,00540198;-1;-1;0;-1;0;-1;-1;NA;NA;-1;0;-1;-1;1;NA;-1
"91";"1994Q1";1994-03-31;"Manufacturing";"42117";"1010";9;0,270099;0,00529605882352941;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;-1;NA;0
"101";"1994Q2";1994-06-30;"Manufacturing";"42117";"1010";9;0,270099;0,006752475;-1;-1;-1;-1;0;-1;-1;NA;NA;-1;0;1;0;1;NA;0
"111";"1994Q3";1994-09-30;"Manufacturing";"42117";"1010";9;0,270099;0,00587171739130435;-1;0;0;0;0;0;0;NA;NA;0;0;-1;-1;0;NA;-1
"141";"1995Q2";1995-06-30;"Manufacturing";"42117";"1010";9;0,270099;0,00369998630136986;1;NA;NA;-1;0;1;0;NA;NA;-1;0;NA;1;1;NA;1
"171";"1996Q1";1996-03-31;"Manufacturing";"42117";"1010";9;0,270099;0,0060022;1;1;0;1;1;0;0;NA;NA;1;1;-1;0;0;NA;-2
"18";"1992Q1";1992-03-31;"Manufacturing";"40088";"1010";8;0,240088;0,00303908860759494;1;0;0;0;0;-1;-1;NA;NA;0;0;0;0;1;NA;0
"19";"1992Q1";1992-03-31;"Manufacturing";"40056";"1010";5;0,150055;0,00189943037974684;1;0;0;1;1;0;0;NA;NA;1;1;-1;-1;1;NA;-1
"73";"1993Q3";1993-09-30;"Manufacturing";"40056";"1010";5;0,150055;0,00205554794520548;NA;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;0;NA;0
"33";"1992Q3";1992-09-30;"Manufacturing";"40048";"1010";8;0,240088;0,0028926265060241;-1;-1;0;-1;0;0;0;NA;NA;-1;0;-1;0;-1;NA;0
"44";"1992Q4";1992-12-31;"Manufacturing";"40048";"1010";8;0,240088;0,00338152112676056;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;-1;1;NA;-1
"121";"1994Q4";1994-12-31;"Manufacturing";"40048";"1010";8;0,240088;0,00461707692307692;1;1;1;1;1;0;0;NA;NA;1;1;0;-1;0;NA;-1
"172";"1996Q1";1996-03-31;"Manufacturing";"40048";"1010";8;0,240088;0,00533528888888889;1;0;0;0;0;-1;-1;NA;NA;0;0;1;0;1;NA;1
"181";"1996Q2";1996-06-30;"Manufacturing";"40048";"1010";8;0,240088;0,00510825531914894;1;1;1;0;0;0;-1;NA;NA;1;1;-1;-1;0;NA;-1
"27";"1998Q3";1998-09-30;"Manufacturing";"40048";"1010";8;0,240088;0,00480176;-1;0;-1;1;1;-1;-1;NA;NA;1;0;0;0;0;NA;1
"74";"1993Q3";1993-09-30;"Manufacturing";"40039";"1011";6;0,09003;0,0075025;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;2
"110";"1992Q1";1992-03-31;"Manufacturing";"40042";"1011";9;0,135045;0,00675225;-1;0;0;1;1;0;0;NA;NA;1;1;0;-1;0;NA;0
"23";"1992Q2";1992-06-30;"Manufacturing";"40042";"1011";9;0,135045;0,00587152173913044;1;0;0;0;0;0;0;NA;NA;1;1;-1;0;0;NA;-1
"34";"1992Q3";1992-09-30;"Manufacturing";"40042";"1011";9;0,135045;0,009003;1;-1;-1;0;0;0;0;NA;NA;0;0;0;0;0;NA;0
"45";"1992Q4";1992-12-31;"Manufacturing";"40042";"1011";9;0,135045;0,00587152173913044;-1;-1;-1;0;0;0;0;NA;NA;0;0;0;-1;0;NA;-1
"53";"1993Q1";1993-03-31;"Manufacturing";"40042";"1011";9;0,135045;0,009003;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;2;-1;NA;2
"173";"1996Q1";1996-03-31;"Manufacturing";"40042";"1011";9;0,135045;0,009003;1;-1;0;-1;0;-1;0;NA;NA;0;1;1;1;1;NA;0
"112";"1992Q1";1992-03-31;"Manufacturing";"40097";"1013";8;0,180064;0,005627;1;0;0;0;0;1;0;NA;NA;1;0;1;0;0;NA;0
"24";"1992Q2";1992-06-30;"Manufacturing";"40097";"1013";8;0,180064;0,0100035555555556;1;1;1;0;0;0;0;NA;NA;0;0;-1;1;0;NA;1
"35";"1992Q3";1992-09-30;"Manufacturing";"40097";"1013";8;0,180064;0,0163694545454545;1;0;0;1;0;0;0;NA;NA;1;1;-1;-1;0;NA;-2
"46";"1992Q4";1992-12-31;"Manufacturing";"40097";"1013";8;0,180064;0,00666903703703704;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;0;NA;0
"54";"1993Q1";1993-03-31;"Manufacturing";"40097";"1013";8;0,180064;0,00720256;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;-1;NA;0
"62";"1993Q2";1993-06-30;"Manufacturing";"40097";"1013";8;0,180064;0,00620910344827586;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"47";"1992Q4";1992-12-31;"Manufacturing";"40099";"1013";6;0,135048;0,00500177777777778;1;1;0;1;0;0;0;NA;NA;1;0;1;1;0;NA;1
"55";"1993Q1";1993-03-31;"Manufacturing";"40099";"1013";6;0,135048;0,00540192;1;1;0;1;0;0;0;NA;NA;1;0;0;0;0;NA;0
"131";"1995Q1";1995-03-31;"Manufacturing";"40099";"1013";6;0,135048;0,011254;1;0;0;1;1;0;0;NA;NA;1;1;-1;-1;0;NA;-2
"142";"1995Q2";1995-06-30;"Manufacturing";"40099";"1013";6;0,135048;0,007944;-1;-1;1;0;1;0;0;NA;NA;-1;1;-2;-2;0;NA;-2
"113";"1992Q1";1992-03-31;"Manufacturing";"40104";"1013";7;0,157556;0,004923625;-1;1;1;0;0;-1;-1;NA;NA;1;1;-1;-1;0;NA;-2
"151";"1995Q3";1995-09-30;"Manufacturing";"40104";"1013";7;0,157556;0,00829242105263158;1;1;1;-1;-1;0;0;NA;NA;1;1;0;0;0;NA;-2
"63";"1993Q2";1993-06-30;"Manufacturing";"40090";"1013";3;0,067524;0,00232841379310345;-1;0;0;1;1;-1;-1;NA;NA;1;1;-1;-2;1;NA;-2
"75";"1993Q3";1993-09-30;"Manufacturing";"40090";"1013";3;0,067524;0,00375133333333333;1;-1;-1;-1;0;0;0;NA;NA;-1;0;0;-1;0;NA;0
"82";"1993Q4";1993-12-31;"Manufacturing";"40090";"1013";3;0,067524;0,011254;1;-1;-1;-1;0;0;0;NA;NA;0;0;0;-1;0;NA;-1
"122";"1994Q4";1994-12-31;"Manufacturing";"40090";"1013";3;0,067524;0,011254;1;0;0;1;1;0;0;NA;NA;1;0;1;0;0;NA;0
"132";"1995Q1";1995-03-31;"Manufacturing";"40090";"1013";3;0,067524;0,005627;1;1;1;1;1;0;0;NA;NA;0;0;-2;-2;0;NA;-1
"143";"1995Q2";1995-06-30;"Manufacturing";"40090";"1013";3;0,067524;0,003972;1;-1;-1;-1;0;0;0;NA;NA;-1;0;0;-1;0;NA;0
"152";"1995Q3";1995-09-30;"Manufacturing";"40090";"1013";3;0,067524;0,00355389473684211;1;-1;0;-1;1;0;1;NA;NA;0;0;-1;-2;-1;NA;-1
"161";"1995Q4";1995-12-31;"Manufacturing";"40090";"1013";3;0,067524;0,00519415384615385;1;-1;0;-1;-1;0;0;NA;NA;-1;0;0;2;0;NA;1
"174";"1996Q1";1996-03-31;"Manufacturing";"40090";"1013";3;0,067524;0,00750266666666667;1;0;0;1;0;0;0;NA;NA;1;0;-1;-1;0;NA;-1
"182";"1996Q2";1996-06-30;"Manufacturing";"40090";"1013";3;0,067524;0,005627;-1;-1;-1;-1;0;0;0;NA;NA;-1;0;1;0;0;NA;0
"114";"1992Q1";1992-03-31;"Manufacturing";"40100";"1013";3;0,067524;0,002110125;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;1;1;0;NA;1
"210";"1992Q2";1992-06-30;"Manufacturing";"40100";"1013";3;0,067524;0,00375133333333333;1;0;1;0;0;0;0;NA;NA;0;0;-1;0;0;NA;0
"36";"1992Q3";1992-09-30;"Manufacturing";"40100";"1013";3;0,067524;0,00613854545454545;1;0;0;0;0;0;0;NA;NA;0;0;-1;-1;0;NA;-1
"48";"1992Q4";1992-12-31;"Manufacturing";"40100";"1013";3;0,067524;0,00250088888888889;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;-1;NA;0
"56";"1993Q1";1993-03-31;"Manufacturing";"40100";"1013";3;0,067524;0,00270096;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;1;NA;0
"83";"1993Q4";1993-12-31;"Manufacturing";"40100";"1013";3;0,067524;0,011254;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;1;NA;-1
"92";"1994Q1";1994-03-31;"Manufacturing";"40100";"1013";3;0,067524;0,00519415384615385;-1;-1;0;0;0;0;0;NA;NA;-1;-1;0;0;0;NA;1
"102";"1994Q2";1994-06-30;"Manufacturing";"40100";"1013";3;0,067524;0,00613854545454545;-1;0;0;0;0;0;0;NA;NA;0;NA;0;0;0;NA;NA
"115";"1994Q3";1994-09-30;"Manufacturing";"40100";"1013";3;0,067524;0,022508;1;0;0;0;0;0;0;NA;NA;0;0;1;1;0;NA;1
"123";"1994Q4";1994-12-31;"Manufacturing";"40100";"1013";3;0,067524;0,011254;1;1;1;1;1;0;0;NA;NA;1;1;-1;-1;0;NA;-1
"133";"1995Q1";1995-03-31;"Manufacturing";"40100";"1013";3;0,067524;0,005627;1;0;1;0;1;0;0;NA;NA;0;1;-1;0;0;NA;0
"144";"1995Q2";1995-06-30;"Manufacturing";"40100";"1013";3;0,067524;0,003972;1;0;0;1;1;0;1;NA;NA;1;1;0;-1;-1;NA;-1
"153";"1995Q3";1995-09-30;"Manufacturing";"40100";"1013";3;0,067524;0,00355389473684211;-1;0;0;0;1;0;0;NA;NA;0;1;0;-1;0;NA;-1
"162";"1995Q4";1995-12-31;"Manufacturing";"40100";"1013";3;0,067524;0,00519415384615385;1;0;1;0;0;0;0;NA;NA;0;0;-1;0;0;NA;0
"175";"1996Q1";1996-03-31;"Manufacturing";"40100";"1013";3;0,067524;0,00750266666666667;1;0;0;0;0;0;0;NA;NA;0;0;0;0;0;NA;0
"183";"1996Q2";1996-06-30;"Manufacturing";"40100";"1013";3;0,067524;0,005627;-1;0;1;0;0;0;0;NA;NA;0;0;-1;0;0;NA;-1
"191";"1996Q3";1996-09-30;"Manufacturing";"40100";"1013";6;0,135048;0,00422025;-1;0;0;0;0;0;0;NA;NA;-1;0;0;0;0;NA;0
"20";"1996Q4";1996-12-31;"Manufacturing";"40100";"1013";6;0,135048;0,00500177777777778;-1;0;0;0;0;0;0;NA;NA;0;0;0;0;0;NA;0
"211";"1997Q1";1997-03-31;"Manufacturing";"40100";"1013";7;0,157556;0,004634;-1;0;0;0;0;0;0;NA;NA;0;0;-1;-1;0;NA;-1
"221";"1997Q2";1997-06-30;"Manufacturing";"40100";"1013";6;0,135048;0,00482314285714286;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;1;0;NA;1
"271";"1998Q3";1998-09-30;"Manufacturing";"40100";"1013";6;0,135048;0,0090032;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;1;NA;1
"28";"1998Q4";1998-12-31;"Manufacturing";"40100";"1013";6;0,135048;0,0090032;-1;-1;-1;-1;-1;0;0;NA;NA;0;-1;0;1;-1;NA;0
"291";"1999Q1";1999-03-31;"Manufacturing";"40100";"1013";6;0,135048;0,0067524;-1;-1;-1;0;0;-1;-1;NA;NA;-1;-1;0;-1;0;NA;0
"30";"1999Q2";1999-06-30;"Manufacturing";"40100";"1013";6;0,135048;0,00587165217391304;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"311";"1999Q3";1999-09-30;"Manufacturing";"40100";"1013";6;0,135048;0,0090032;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"451";"2003Q1";2003-03-31;"Manufacturing";"40100";"1010";5;0,149595;0,00356178571428571;1;0;0;1;1;0;0;NA;NA;1;1;0;-1;0;NA;-1
"461";"2003Q2";2003-06-30;"Manufacturing";"40100";"1010";5;0,149595;0,0115073076923077;1;0;0;0;0;0;0;NA;NA;0;0;0;0;0;NA;0
"116";"1992Q1";1992-03-31;"Manufacturing";"40144";"1019";7;0,33012;0,00169292307692308;1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;2;2;0;NA;2
"251";"1998Q1";1998-03-31;"Manufacturing";"40144";"1019";7;0,33012;0,00464957746478873;-1;-1;-1;-1;1;-1;-1;NA;NA;-1;1;0;-2;1;NA;-2
"281";"1998Q4";1998-12-31;"Manufacturing";"40144";"1019";7;0,33012;0,00326851485148515;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"361";"2000Q4";2000-12-31;"Manufacturing";"40144";"1013";7;0,157556;0,00302992307692308;-1;-1;-1;0;-1;-1;0;NA;NA;0;-1;1;1;0;NA;1
"117";"1992Q1";1992-03-31;"Manufacturing";"40248";"1019";7;0,33012;0,00169292307692308;-1;0;0;0;0;0;0;NA;NA;0;0;-1;-1;-1;NA;-1
"49";"1992Q4";1992-12-31;"Manufacturing";"40248";"1019";7;0,33012;0,00147375;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;1;0;NA;1
"76";"1993Q3";1993-09-30;"Manufacturing";"40248";"1019";7;0,33012;0,00185460674157303;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;1;0;0;NA;0
"410";"1992Q4";1992-12-31;"Manufacturing";"40146";"1019";2;0,09432;0,000421071428571429;-1;0;0;0;0;0;0;NA;NA;0;0;0;1;1;NA;1
"118";"1992Q1";1992-03-31;"Manufacturing";"40323";"1019";5;0,2358;0,00120923076923077;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"212";"1992Q2";1992-06-30;"Manufacturing";"40323";"1019";5;0,2358;0,00116732673267327;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;NA
"310";"1992Q3";1992-09-30;"Manufacturing";"40323";"1019";5;0,2358;0,00159324324324324;-1;-1;-1;-1;1;-1;0;NA;NA;NA;NA;0;-2;-1;NA;NA
"411";"1992Q4";1992-12-31;"Manufacturing";"40323";"1019";5;0,2358;0,00105267857142857;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"510";"1993Q1";1993-03-31;"Manufacturing";"40323";"1019";5;0,2358;0,00101637931034483;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"84";"1993Q4";1993-12-31;"Manufacturing";"40323";"1019";5;0,2358;0,00122176165803109;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;1;0;NA;0
"95";"1994Q1";1994-03-31;"Manufacturing";"40323";"1019";5;0,2358;0,00201538461538462;-1;-1;0;0;1;-1;-1;NA;NA;-1;1;-1;-2;0;NA;-2
"119";"1994Q3";1994-09-30;"Manufacturing";"40323";"1019";5;0,2358;0,00198151260504202;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;2;2;2;NA;NA
"124";"1994Q4";1994-12-31;"Manufacturing";"40323";"1019";5;0,2358;0,00168428571428571;-1;1;0;1;0;1;-1;NA;NA;1;0;-1;1;0;NA;-1
"134";"1995Q1";1995-03-31;"Manufacturing";"40323";"1019";5;0,2358;0,00194876033057851;-1;-1;0;1;-1;-1;0;NA;NA;-1;1;-1;2;-1;NA;0
"145";"1995Q2";1995-06-30;"Manufacturing";"40323";"1019";5;0,2358;0,00151153846153846;-1;-1;0;1;1;-1;0;NA;NA;1;1;-1;0;-1;NA;-1
"154";"1995Q3";1995-09-30;"Manufacturing";"40323";"1019";5;0,2358;0,00168428571428571;-1;-1;0;1;1;-1;-1;NA;NA;0;1;1;0;1;NA;0
"184";"1996Q2";1996-06-30;"Manufacturing";"40323";"1019";5;0,2358;0,00198151260504202;-1;-1;-1;-1;1;-1;-1;NA;NA;-1;-1;0;-2;0;NA;0
"192";"1996Q3";1996-09-30;"Manufacturing";"40323";"1019";1;0,04716;0,000457864077669903;-1;-1;-1;-1;0;-1;-1;NA;NA;-1;0;0;-1;1;NA;-1
"201";"1996Q4";1996-12-31;"Manufacturing";"40323";"1019";2;0,09432;0,0009432;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;2;-1;NA;2
"213";"1997Q1";1997-03-31;"Manufacturing";"40323";"1019";1;0,04716;0,000424864864864865;-1;-1;-1;1;1;-1;-1;NA;NA;1;1;1;0;0;NA;0
"222";"1997Q2";1997-06-30;"Manufacturing";"40323";"1019";2;0,09432;0,000857454545454545;-1;0;0;1;1;-1;-1;NA;NA;1;1;-1;-2;0;NA;-2
"252";"1998Q1";1998-03-31;"Manufacturing";"40323";"1019";2;0,09432;0,00132845070422535;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;0;0;0;0;NA;-1
"261";"1998Q2";1998-06-30;"Manufacturing";"40323";"1019";2;0,09432;0,00105977528089888;-1;-1;-1;-1;0;-1;-1;NA;NA;-1;-1;0;-1;0;NA;0
"272";"1998Q3";1998-09-30;"Manufacturing";"40323";"1019";2;0,09432;0,00145107692307692;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"282";"1998Q4";1998-12-31;"Manufacturing";"40323";"1019";2;0,09432;0,000933861386138614;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;1;NA;1
"292";"1999Q1";1999-03-31;"Manufacturing";"40323";"1019";2;0,09432;0,00107181818181818;-1;-1;-1;-1;1;0;0;NA;NA;0;1;0;-2;-1;NA;-2
"301";"1999Q2";1999-06-30;"Manufacturing";"40323";"1019";2;0,09432;0,00145107692307692;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;2;0;NA;1
"312";"1999Q3";1999-09-30;"Manufacturing";"40323";"1019";2;0,09432;0,00168428571428571;-1;-1;1;1;1;-1;-1;NA;NA;0;1;-1;0;0;NA;0
"341";"2000Q2";2000-06-30;"Manufacturing";"40323";"1019";1;0,04716;0,00120923076923077;-1;0;0;1;1;-1;-1;NA;NA;1;1;-1;-2;0;NA;-1
"362";"2000Q4";2000-12-31;"Manufacturing";"40323";"1019";1;0,04716;0,00100340425531915;-1;-1;-1;1;-1;-1;0;NA;NA;1;-1;0;0;-1;NA;0
"37";"2001Q1";2001-03-31;"Manufacturing";"40323";"1019";1;0,078251;0,00217363888888889;-1;-1;-1;-1;1;-1;-1;NA;NA;-1;-1;1;0;1;NA;2
"38";"2001Q2";2001-06-30;"Manufacturing";"40323";"1019";1;0,078251;0,00150482692307692;-1;0;0;1;1;0;0;NA;NA;1;1;-1;-2;-1;NA;-2
"39";"2001Q3";2001-09-30;"Manufacturing";"40323";"1019";1;0,078251;0,00211489189189189;-1;-1;-1;-1;1;-1;0;NA;NA;-1;1;0;0;-1;NA;0
"40";"2001Q4";2001-12-31;"Manufacturing";"40323";"1019";1;0,078251;0,00211489189189189;-1;-1;-1;1;-1;-1;-1;NA;NA;1;-1;0;0;1;NA;0
"412";"2002Q1";2002-03-31;"Manufacturing";"40323";"1019";1;0,078251;0,00134915517241379;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;0;NA;0
"421";"2002Q2";2002-06-30;"Manufacturing";"40323";"1019";1;0,078251;0,00355686363636364;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;2;-1;NA;0
"431";"2002Q3";2002-09-30;"Manufacturing";"40323";"1019";1;0,078251;0,00289818518518519;-1;-1;-1;1;1;-1;-1;NA;NA;-1;1;0;-2;1;NA;-2
"441";"2002Q4";2002-12-31;"Manufacturing";"40323";"1019";1;0,078251;0,00181979069767442;-1;-1;-1;-1;-1;0;0;NA;NA;-1;-1;0;0;-1;NA;0
"452";"2003Q1";2003-03-31;"Manufacturing";"40323";"1019";1;0,078251;0,00289818518518519;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;0;0;0;NA;0
"462";"2003Q2";2003-06-30;"Manufacturing";"40323";"1019";1;0,078251;0,00313004;-1;-1;-1;-1;1;-1;0;NA;NA;-1;-1;0;-2;-1;NA;0
"471";"2003Q3";2003-09-30;"Manufacturing";"40323";"1019";1;0,078251;0,001956275;-1;-1;-1;-1;-1;-1;-1;NA;NA;-1;-1;1;0;2;NA;2
"481";"2003Q4";2003-12-31;"Manufacturing";"40323";"1019";1;0,078251;0,00260836666666667;-1;0;0;-1;1;1;-1;NA;NA;1;-1;-1;-2;0;NA;0
"491";"2004Q1";2004-03-31;"Manufacturing";"40323";"1019";1;0,078251;0,00237124242424242;-1;-1;-1;-1;1;-1;-1;NA;NA;-1;0;1;0;0;NA;1
"50";"2004Q2";2004-06-30;"Manufacturing";"40323";"1019";1;0,078251;0,00300965384615385;-1;0;0;1;1;-1;-1;NA;NA;1;1;-1;0;0;NA;0
"511";"2004Q3";2004-09-30;"Manufacturing";"40323";"1019";1;0,078251;0,004603;-1;-1;1;1;1;-1;0;NA;NA;1;1;0;0;-1;NA;0
"521";"2004Q4";2004-12-31;"Manufacturing";"40323";"1019";1;0,078251;0,00521673333333333;-1;1;0;1;1;-1;-1;NA;NA;1;0;1;0;0;NA;1
"531";"2005Q1";2005-03-31;"Manufacturing";"40323";"1019";1;0,059293;0,00539027272727273;NA;1;1;1;1;-1;-1;NA;NA;1;1;-1;0;0;NA;0
"541";"2005Q2";2005-06-30;"Manufacturing";"40323";"1019";1;0,059293;0,00329405555555556;-1;0;0;1;1;-1;-1;NA;NA;1;1;0;0;1;NA;0
"57";"2006Q1";2006-03-31;"Manufacturing";"40323";"1019";1;0,059293;0,00282347619047619;-1;0;0;1;1;-1;1;NA;NA;1;1;1;0;-2;NA;0
"58";"2006Q2";2006-06-30;"Manufacturing";"40323";"1019";1;0,059293;0,00257795652173913;-1;1;1;1;1;-1;0;NA;NA;1;1;0;0;1;NA;0
