"";"Date";"w.Conf_cc.S";"w.Act_prod.S";"w.Conf_prod.S";"w.Act_GBC.S";"w.Conf_GBC.S";"w.Empl.S";"w.Uncert_fl.prod.S";"w.Uncert_fl.GBC.S";"w.Uncert_ee.prod.S";"w.Uncert_ee.GBC.S"
"1";"2005Q2";0,615430267062315;0,336009515313708;0,369105199516324;-0,2635034318114;NA;0,185488767455981;0,654794094155407;NA;0,951335953721215;NA
"2";"2005Q3";0,634146341463415;0,302455357142857;0,375142531356899;-0,300111982082867;NA;0,195922989807475;0,672457081057945;NA;NA;NA
"3";"2005Q4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";"2006Q1";0,681794470526865;0,364252214695154;0,422187171398528;-0,302761855132882;NA;0,298826040554963;0,677093940834285;NA;0,957712374469544;NA
"5";"2006Q2";0,753164556962025;0,291613722998729;0,323529411764706;-0,2;NA;0,207509881422925;0,661459150828101;NA;0,936346289301531;NA
"6";"2006Q3";0,686894441611423;0,348766985405133;0,319416498993964;-0,191056910569106;NA;0,239175257731959;0,691341434781753;NA;0,998842941386996;NA
"7";"2006Q4";0,719393282773565;0,367791077257889;0,194021739130435;-0,180973209404046;NA;0,215273934698395;0,713889468643749;NA;0,99483430321774;NA
"8";"2007Q1";0,73982869379015;0,313704496788009;0,394579945799458;-0,243141473910705;NA;0,313125695216908;0,651346655653417;NA;0,808748777938347;NA
"9";"2007Q2";0,711139896373057;0,244043786220219;0,354207436399217;-0,154193548387097;NA;0,204294079375407;0,64444303437158;NA;0,842346484650774;NA
"10";"2007Q3";0,612057667103539;0,192731992212849;0,226452905811623;-0,036112934996717;NA;0,182121414276184;0,70128828151778;NA;0,98290463832476;NA
"11";"2007Q4";0,640950994662785;0,266761768901569;0,157384987893462;-0,0645944633317144;NA;0,181274900398406;0,72514501478138;NA;1,10979876709959;NA
"12";"2008Q1";0,298533724340176;0,0069889341875364;-0,00536672629695885;0,299295774647887;NA;0,0766423357664234;0,742665066494882;NA;0,980128139449634;NA
"13";"2008Q2";0,213684210526316;-0,0549845837615622;-0,201768070722829;0,35370274469187;NA;0,0461293743372216;0,718130839420689;NA;0,981188131446649;NA
"14";"2008Q3";0,223503569467326;-0,139749864056552;-0,0493348115299335;0,138873701476216;NA;0,0068259385665529;0,664514394231387;NA;0,898556415181279;NA
"15";"2008Q4";0,105475504322767;-0,270785219399538;-0,321365509123014;0,439769452449568;NA;-0,0951234196267309;0,729652142852777;NA;0,993976982666944;NA
"16";"2009Q1";0,0474452554744526;-0,356459330143541;-0,36;0,493601462522852;NA;-0,169534735500319;0,696380251403969;NA;0,917589580743936;NA
"17";"2009Q2";-0,069631363370392;-0,434807916181607;-0,264361078546307;0,306423099587507;NA;-0,197486535008977;0,731061455718525;NA;0,897869692443506;NA
"18";"2009Q3";-0,0371517027863777;-0,367304707708226;-0,214285714285714;-0,00315623356128353;NA;-0,199689601655458;0,732823949805696;NA;0,975844806257068;NA
"19";"2009Q4";-0,00818330605564648;-0,332784184514003;-0,0383028874484384;0,113986784140969;NA;-0,186674008810573;0,753115826831799;NA;0,911907045507948;NA
"20";"2010Q1";-0,023686920700309;-0,17457886676876;0,189760712298275;0,288724973656481;NA;-0,128900255754476;0,717183788185271;NA;0,979487040207536;NA
"21";"2010Q2";0,00170357751277683;-0,187885586090858;0,1053276178812;0,110599078341014;NA;-0,141011235955056;0,712018963313366;NA;0,945012111156558;NA
"22";"2010Q3";-0,0853391684901532;-0,191128148959474;0,0547095318668923;0,124656781987919;NA;-0,163019693654267;0,718655280341111;NA;0,923130918049532;NA
"23";"2010Q4";0,0241437394722066;-0,170718232044199;0,0623486682808717;0,101867572156197;NA;-0,170637119113573;0,678526608062879;NA;0,851581536747241;NA
"24";"2011Q1";0,0544474393530997;-0,0823529411764706;0,137110481586402;0,182946573124663;NA;-0,14354579539368;0,715992650134025;NA;0,912350833481095;NA
"25";"2011Q2";0,00763358778625954;-0,113702623906706;0,0289017341040462;0,0712574850299401;NA;-0,0954332552693208;0,729108262220432;NA;1,02643496334015;NA
"26";"2011Q3";-0,163179916317992;-0,218432076600838;-0,112020138451857;-0,108091787439614;NA;-0,19214501510574;0,697951878907829;NA;0,938530578332239;NA
"27";"2011Q4";-0,0962536023054755;-0,180149168100975;-0,0841006752608962;-0,0629827688651218;NA;-0,170886075949367;0,679199962459561;NA;0,955068713547396;NA
"28";"2012Q1";0,133657351154313;0,031534263189812;0,0277777777777778;0,0721776681061073;NA;-0,0620060790273556;0,693939210150976;NA;1,0782137681451;NA
"29";"2012Q2";-0,0597938144329897;-0,0710900473933649;0,0443313953488372;0,0584095707248417;NA;-0,16271186440678;0,656084993033753;NA;0,905134090317592;NA
"30";"2012Q3";0,0231023102310231;-0,108597285067873;0,126522327469553;-0,0798534798534798;0,0868113522537563;-0,125644329896907;0,715827409424473;0,690365137331504;0,958531145885886;0,920155456622143
"31";"2012Q4";-0,0448979591836735;-0,139124755062051;-0,0776699029126214;-0,196781272860278;-0,0366361365528726;-0,0935064935064935;0,667920038730057;0,667047635382839;0,848544541834809;0,83829700902401
"32";"2013Q1";0,0155586987270156;-0,105080027835769;0,0797912005965697;-0,0642054574638844;0,0615539858728557;-0,141266527487822;0,703915935815583;0,679262678898417;0,944767191277015;0,906524862665211
"33";"2013Q2";0,0380673499267936;-0,174964438122333;0,0448765893792072;-0,170631665299426;0,074585635359116;-0,0998583569405099;0,662776398157448;0,625544744949248;1,07681452829751;0,972784604313402
"34";"2013Q3";0,127831715210356;-0,0989096573208723;-0,0204248366013072;-0,114058355437666;0,00900900900900901;-0,0701892744479495;0,691031115450237;0,659813817066687;1,08994543707703;0,98903842962994
"35";"2013Q4";0,0705882352941176;-0,161937716262976;0,073356401384083;-0,13487629688747;0,0278035217794254;-0,0182072829131653;0,682060901730993;0,653759282595522;1,06708700909096;0,965027209128127
"36";"2014Q1";0,080920564216778;-0,137282229965157;0,0733675715333822;-0,160601265822785;0,00807174887892377;-0,106517168885774;0,685593949057028;0,668930847813906;0,945628105994264;0,883530772217044
"37";"2014Q2";-0,0164348925410872;-0,161251504211793;0,0523560209424084;-0,166230366492147;0,142215568862275;-0,157317073170732;0,727098658805339;0,611136078810177;1,00553018879654;0,782607593530189
"38";"2014Q3";-0,0308219178082192;-0,144026186579378;0,0246179966044143;-0,246100519930676;0,00184672206832872;-0,031810766721044;0,692113025315913;0,668508287273353;0,879660630420753;0,917714777707726
"39";"2014Q4";-0,0374238468233246;-0,176824034334764;-0,0905096660808436;-0,225112107623318;-0,0870813397129187;-0,108247422680412;0,735538672801101;0,672832759022267;0,936606717281668;0,828341562069208
"40";"2015Q1";-0,0659025787965616;-0,236619718309859;-0,0827300930713547;-0,265591397849462;-0,0902857142857143;-0,0966429298067141;0,653826215691155;0,628710633936225;0,891248190763528;0,736392958848407
"41";"2015Q2";-0,088;-0,230650154798762;-0,112353269983231;-0,260655737704918;-0,111178985949908;-0,0853595447490947;0,665536256768924;0,634848995055019;0,894085646575577;0,972049448850329
"42";"2015Q3";-0,22266139657444;-0,245482866043614;-0,149739583333333;-0,293554562858966;-0,21098459477562;-0,148286604361371;0,703210594712916;0,680086994871407;NA;NA
